OPERATION_NAME,MACHINE_NAME,MACHINE_GROUP,Product_Item,Item_Code,CYCLE_TIME,CYCLE_START_TIME,CYCLE_COMPLETE_TIME,ROBOT_RUNNING_TIME,ROBOT_IDLE_TIME,ROBOT_MANUAL_MODE_TIME,ROBOT_ERROR_TIME,SHIFT_RUNNING_PART_COUNT,CURRENT_SHIFT,OEE,UPDATED_DATE,TOTAL_PRODUCTION_COUNT,TOTAL_RUNNING_TIME,TOTAL_IDLE_TIME,ROBOT_DOWNTIME,Downtime_Reason,Maintenance_Flag,Shift_Target,Shift_Achieved,Shift_Efficiency (%),Utilization_Rate (%),Error_Code,Downtime_Percentage,Maintenance_Needed,Status
NEURAX_SCREWING_5,MAC_LINE_3_GALVION,MACLINE-1,Quantor (V3.5),ZX-1816-B5,0,09-10-2025 13:17,09-10-2025 11:44,0,27627,0,0,0,SHIFT-A,0,26-06-2025,0,0,27625,14,Network Issue,0,894,757,84.68,75.13,E315,0.05,0,Healthy
EONIX_INSPECTION_2,MAC_LINE_2_FLUXEN,MACLINE-1,Axion (V7.0),VX-5980-A7,5917,09-10-2025 12:50,09-10-2025 14:28,0,28686,0,0,0,SHIFT-A,0,26-06-2025,0,0,28681,0,Power Failure,0,1211,1225,101.16,79.22,E291,0,0,Healthy
EONIX_ALIGNMENT_4,MAC_LINE_4_ORVION,MACLINE-2,Dravon (V3.3),ZX-6190-A2,0,09-10-2025 15:10,09-10-2025 15:10,0,28269,0,0,0,SHIFT-A,0,26-06-2025,0,0,28254,48661,Manual Stop,1,1215,1165,95.88,87.46,E152,172.13,0,Healthy
AURALON_SCREWING_1,MAC_LINE_3_CEREVEX,MACLINE-2,Orvion (V8.0),VX-2686-A6,0,09-10-2025 15:23,09-10-2025 15:22,0,28253,1,0,0,SHIFT-A,0,26-06-2025,0,0,0,436,Network Issue,0,1069,901,84.28,78.87,E346,1.54,0,Healthy
GALVION_INSPECTION_5,MAC_LINE_4_VORTAN,MACLINE-4,Astra (V7.0),HX-2253-A6,168,09-10-2025 05:52,09-10-2025 05:55,11336,11004,18,64000,76,SHIFT-C,100,26-06-2025,254,38084,68522,278,Maintenance,0,1479,1202,81.27,93.06,E142,1.24,1,Healthy
DRAVON_ASSEMBLY_5,MAC_LINE_2_ORVION,MACLINE-1,Helion (V3.0),HX-1360-C6,38837,09-10-2025 03:29,09-10-2025 14:17,310,9470,17870,0,0,SHIFT-C,100,26-06-2025,0,544,59636,303,Power Failure,0,908,717,78.96,74.63,E469,3.1,1,Needs Attention
NEURAX_MOUNTING_3,MAC_LINE_2_LUMINA,MACLINE-1,Cryon (V2.6),TX-7753-A6,0,09-10-2025 22:33,09-10-2025 14:37,0,0,98.88,222.22,0,SHIFT-B,19.84,26-06-2025,0,8741,0,475,Maintenance,0,1129,1066,94.42,90.5,E676,47500,1,Healthy
EONIX_SEALING_4,MAC_LINE_4_ZERION,MACLINE-1,Machina (V3.9),NX-4809-C1,0,09-10-2025 20:12,09-10-2025 14:17,233,21371,6718,43,0,SHIFT-B,0.53,26-06-2025,0,233,50166,114,Manual Stop,0,947,890,93.98,61.49,E626,0.53,0,Healthy
HELION_ALIGNMENT_1,MAC_LINE_5_ZERION,MACLINE-1,Helion (V5.8),VX-1596-A1,5917,09-10-2025 12:50,09-10-2025 14:28,0,27090,1594,0,0,SHIFT-B,0,26-06-2025,0,0,55872,27,Network Issue,0,1022,915,89.53,96.09,E485,0.1,0,Healthy
MACHINA_SEALING_2,MAC_LINE_2_NEURAX,MACLINE-4,Axion (V3.7),ZX-9873-C8,126,09-10-2025 05:46,09-10-2025 05:48,10586,16802,0,0,87,SHIFT-C,0,14-08-2025,256,33617,60524,0,Network Issue,1,1294,1284,99.23,70.87,E914,0,0,Healthy
NEURAX_ALIGNMENT_4,MAC_LINE_4_HELION,MACLINE-2,Zerion (V6.6),NX-1216-B8,0,09-10-2025 17:45,09-10-2025 17:45,0,28269,0,0,0,SHIFT-C,0,26-06-2025,4,2,83879,0,Network Issue,1,1138,1128,99.12,94.92,E210,0,0,Healthy
MACHINA_SEALING_4,MAC_LINE_5_ASTRA,MACLINE-4,Eonix (V4.0),ZX-9932-B5,135,09-10-2025 21:44,09-10-2025 21:46,11307,15004,0,18,80,SHIFT-B,43.18,15-07-2025,137,19028,42714,457,Power Failure,1,923,864,93.61,92.47,E602,1.74,0,Healthy
EONIX_ASSEMBLY_5,MAC_LINE_3_MACHINA,MACLINE-1,Machina (V1.3),HX-5268-B5,0,09-10-2025 19:38,09-10-2025 19:31,708,25947,0,0,24,SHIFT-B,4.65,15-07-2025,56,2050,50206,20,Maintenance,0,984,1029,104.57,76.87,E810,0.08,1,Healthy
FLUXEN_CALIBRATION_4,MAC_LINE_1_SYNTRA,MACLINE-1,Axion (V1.6),HX-7800-C3,10516,09-10-2025 18:49,09-10-2025 21:44,0,0,98.63,222.22,0,SHIFT-B,100,15-07-2025,0,57000,16,473,Manual Stop,1,835,777,93.05,64.19,E776,47300,0,Healthy
NEXORA_TEST_5,MAC_LINE_5_ZERION,MACLINE-1,Machina (V7.2),NX-5432-C9,269,09-10-2025 19:43,09-10-2025 19:48,6436,21750,0,140,23,SHIFT-B,33.6,15-07-2025,54,14806,41690,4,Network Issue,1,835,788,94.37,92.97,E887,0.01,0,Healthy
NEXORA_INSPECTION_1,MAC_LINE_5_EONIX,MACLINE-4,Machina (V2.7),ZX-8660-C7,150,09-10-2025 21:48,09-10-2025 21:50,11290,17014,181,64000,75,SHIFT-B,46.65,15-07-2025,138,20554,45466,484,Manual Stop,1,1278,1182,92.49,95.83,E904,1.71,0,Healthy
EONIX_INSPECTION_2,MAC_LINE_2_VOLTRIS,MACLINE-1,Orvion (V1.2),TX-9501-A5,2,09-10-2025 19:45,09-10-2025 19:45,0,0,76.76,222.22,0,SHIFT-C,100,16-07-2025,0,85998,4,368,Sensor Fault,0,1499,1305,87.06,62.02,E857,36800,1,Healthy
EONIX_COATING_3,MAC_LINE_4_ORVION,MACLINE-1,Dravon (V4.4),VX-4624-B7,284,09-10-2025 05:36,09-10-2025 05:41,9868,17826,38,326,35,SHIFT-C,100,16-07-2025,119,34333,50514,12,Maintenance,1,881,678,76.96,90.09,E949,0.04,1,Needs Attention
VOLTRIS_ASSEMBLY_1,MAC_LINE_3_AXION,MACLINE-2,Eonix (V9.8),TX-3698-C4,186,09-10-2025 21:36,09-10-2025 21:39,11215,16993,0,0,61,SHIFT-B,47.98,16-07-2025,111,21142,28190,173,Network Issue,1,839,901,107.39,71.21,E472,0.61,0,Healthy
CRYON_PACKAGING_1,MAC_LINE_4_HELION,MACLINE-2,Auralon (V1.7),ZX-9021-C4,203,09-10-2025 21:30,09-10-2025 21:33,13015,15263,0,87,61,SHIFT-B,52.91,16-07-2025,111,23314,28211,6,Power Failure,1,971,725,74.67,83.76,E568,0.02,1,Needs Attention
MACHINA_CALIBRATION_5,MAC_LINE_2_CEREVEX,MACLINE-4,Nexora (V5.9),VX-5300-A1,133,09-10-2025 05:41,09-10-2025 05:43,5007,22779,0,0,37,SHIFT-C,100,16-07-2025,184,25287,70448,0,Sensor Fault,1,1080,1146,106.11,96.52,E864,0,1,Healthy
FLUXEN_COATING_1,MAC_LINE_3_DRAVON,MACLINE-1,Voltris (V1.5),HX-5444-C3,284,09-10-2025 05:36,09-10-2025 05:41,9868,17826,38,326,35,SHIFT-C,100,16-07-2025,119,34333,50514,12,Sensor Fault,1,1093,1043,95.43,81.05,E188,0.04,1,Healthy
AXION_SCREWING_4,MAC_LINE_1_NEXORA,MACLINE-4,Orvion (V9.6),TX-9446-C1,148,09-10-2025 03:08,09-10-2025 03:11,2722,19580,0,64000,19,SHIFT-C,100,16-07-2025,150,23198,78700,13,Network Issue,1,1478,1542,104.33,89.2,E920,0.06,0,Healthy
EONIX_INSPECTION_3,MAC_LINE_4_DRAVON,MACLINE-1,Axion (V8.6),ZX-4079-A6,0,09-10-2025 13:17,09-10-2025 11:44,0,28454,0,0,0,SHIFT-C,100,25-06-2025,0,303,85710,0,Manual Stop,0,1039,1122,107.99,97.43,E200,0,0,Healthy
EONIX_CALIBRATION_2,MAC_LINE_5_ASTRA,MACLINE-2,Astra (V7.6),NX-2298-B7,350,09-10-2025 05:32,09-10-2025 05:38,3091,25245,0,0,11,SHIFT-C,100,25-09-2025,37,10115,68654,699,Manual Stop,0,1460,1565,107.19,65.46,E650,2.47,0,Healthy
GALVION_TEST_5,MAC_LINE_3_MACHINA,MACLINE-2,Nexora (V7.6),NX-6676-A3,0,09-10-2025 02:20,09-10-2025 02:10,4186,14,0,0,10,SHIFT-C,0,25-09-2025,36,4012,64953,0,Maintenance,0,1448,1407,97.17,78.58,E714,0,1,Healthy
EONIX_MOUNTING_2,MAC_LINE_2_VOLTRIS,MACLINE-2,Eonix (V2.0),TX-6419-C1,254,09-10-2025 13:40,09-10-2025 13:44,2039,26287,0,0,8,SHIFT-A,9.26,26-09-2025,8,2041,25204,0,Maintenance,1,1109,866,78.09,79.68,E740,0,1,Needs Attention
QUANTOR_MOUNTING_1,MAC_LINE_3_EONIX,MACLINE-1,Zerion (V5.0),HX-2466-A1,0,09-10-2025 12:20,09-10-2025 12:13,1156,17177,6494,0,49,SHIFT-A,5.25,26-09-2025,49,1156,17175,117,Maintenance,0,1429,1455,101.82,69.69,E972,0.64,1,Healthy
AURALON_PACKAGING_3,MAC_LINE_2_ORVION,MACLINE-4,Eonix (V2.4),NX-6630-A5,0,09-10-2025 13:49,09-10-2025 13:28,9877,15085,0,0,70,SHIFT-A,45.17,26-09-2025,70,9952,22465,0,Maintenance,0,1110,882,79.46,75.92,E924,0,1,Needs Attention
ZERION_ALIGNMENT_5,MAC_LINE_2_CRYON,MACLINE-2,Vortan (V9.6),HX-4977-B7,0,09-10-2025 21:32,09-10-2025 21:32,1624,20,0,0,29,SHIFT-B,0,27-09-2025,40,0,51921,0,Manual Stop,1,1462,1492,102.05,66.84,E950,0,0,Healthy
LUMINA_PACKAGING_4,MAC_LINE_4_GALVION,MACLINE-2,Eonix (V3.6),NX-2271-A2,182,09-10-2025 05:23,09-10-2025 05:26,0,28460,0,0,0,SHIFT-C,0,25-06-2025,0,0,86055,0,Maintenance,0,863,721,83.55,63.76,E991,0,1,Healthy
VOLTRIS_INSPECTION_4,MAC_LINE_3_FLUXEN,MACLINE-2,Cerevex (V9.2),HX-7483-A5,0,09-10-2025 15:10,09-10-2025 15:10,0,28269,0,0,0,SHIFT-C,0,25-06-2025,6,919,83614,0,Power Failure,1,1003,708,70.59,75.53,E543,0,1,Needs Attention
AURALON_ALIGNMENT_3,MAC_LINE_3_CRYON,MACLINE-2,Cryon (V4.0),NX-9473-A2,115,09-10-2025 05:31,09-10-2025 05:33,0,28448,0,0,0,SHIFT-C,0,25-06-2025,0,0,85942,0,Power Failure,0,872,707,81.08,74.07,E156,0,0,Healthy
LUMINA_SCREWING_5,MAC_LINE_3_MACHINA,MACLINE-4,Orvion (V8.3),ZX-3001-B3,0,09-10-2025 05:56,09-10-2025 05:55,11214,15094,0,0,89,SHIFT-C,100,26-06-2025,271,34552,56215,0,Maintenance,0,1416,1202,84.89,62.52,E202,0,1,Healthy
CEREVEX_ASSEMBLY_2,MAC_LINE_5_ORVION,MACLINE-1,Voltris (V6.2),NX-8215-B1,0,09-10-2025 13:17,09-10-2025 11:44,0,28452,0,0,0,SHIFT-C,0,26-06-2025,0,0,85225,0,Sensor Fault,1,1277,1278,100.08,70.4,E567,0,1,Healthy
VORTAN_SCREWING_2,MAC_LINE_1_VOLTRIS,MACLINE-2,Zerion (V6.6),VX-5732-C4,179,09-10-2025 18:14,09-10-2025 18:17,905,27537,0,0,5,SHIFT-B,2.07,26-06-2025,5,914,54215,0,Power Failure,0,1349,1451,107.56,61.97,E444,0,0,Healthy
SYNTRA_ALIGNMENT_5,MAC_LINE_2_VOLTRIS,MACLINE-2,Orvion (V8.7),VX-5937-B6,129,09-10-2025 18:55,09-10-2025 18:58,623,27783,0,24,5,SHIFT-B,1.43,26-06-2025,5,631,53357,0,Maintenance,1,1221,1032,84.52,91.91,E280,0,1,Healthy
CEREVEX_INSPECTION_3,MAC_LINE_2_QUANTOR,MACLINE-2,Helion (V7.9),VX-1610-A8,0,09-10-2025 17:45,09-10-2025 17:45,0,28269,0,0,0,SHIFT-A,0,27-06-2025,0,0,28263,48661,Power Failure,0,1153,1179,102.25,72.11,E439,172.13,0,Healthy
LUMINA_SEALING_5,MAC_LINE_4_AXION,MACLINE-2,Quantor (V2.6),NX-5750-C3,0,09-10-2025 14:52,09-10-2025 00:29,0,0,25994,2196,0,SHIFT-B,0,17-07-2025,0,0,15567,0,Manual Stop,0,921,915,99.35,71.27,E461,0,0,Healthy
LUMINA_PACKAGING_1,MAC_LINE_2_ZERION,MACLINE-1,Machina (V9.1),VX-7700-A4,1,09-10-2025 14:01,09-10-2025 14:01,0,0,93.83,222.22,0,SHIFT-A,100,18-07-2025,0,27023,0,473,Maintenance,0,1338,1105,82.59,64.73,E521,47300,1,Healthy
AURALON_SEALING_1,MAC_LINE_3_FLUXEN,MACLINE-4,Auralon (V3.6),HX-4135-C9,133,09-10-2025 05:49,09-10-2025 05:51,10667,17202,0,10,79,SHIFT-C,100,18-07-2025,222,30706,56516,10,Manual Stop,0,998,1043,104.51,96.85,E627,0.04,0,Healthy
NEXORA_TEST_2,MAC_LINE_4_HELION,MACLINE-1,Dravon (V8.6),HX-9259-B6,6273,09-10-2025 16:24,09-10-2025 18:08,0,0,76.75,222.22,0,SHIFT-C,100,18-07-2025,0,84621,3,368,Sensor Fault,0,1269,1204,94.88,77.26,E723,36800,1,Healthy
VORTAN_ALIGNMENT_5,MAC_LINE_3_QUANTOR,MACLINE-2,Zerion (V6.5),TX-4374-C8,0,09-10-2025 13:47,09-10-2025 12:49,0,0,28393,0,0,SHIFT-B,0,18-07-2025,0,0,0,9703,Maintenance,1,989,960,97.07,71.97,E659,970300,1,Healthy
EONIX_COATING_1,MAC_LINE_4_VOLTRIS,MACLINE-4,Cryon (V8.6),ZX-2650-C5,151,09-10-2025 05:36,09-10-2025 05:39,6125,16244,0,64000,42,SHIFT-C,100,19-07-2025,184,28680,73806,46,Power Failure,0,1257,934,74.3,84.23,E775,0.21,1,Needs Attention
LUMINA_INSPECTION_4,MAC_LINE_2_CEREVEX,MACLINE-1,Cerevex (V4.4),TX-1883-B1,368,09-10-2025 05:36,09-10-2025 05:42,17455,10989,0,0,49,SHIFT-C,100,19-07-2025,128,44338,40829,0,Sensor Fault,1,1406,1179,83.85,60.44,E942,0,1,Healthy
MACHINA_MOUNTING_1,MAC_LINE_4_LUMINA,MACLINE-1,Auralon (V7.1),VX-5786-C7,319,09-10-2025 21:51,09-10-2025 21:56,13998,14566,0,2,40,SHIFT-B,61.01,19-07-2025,79,26884,29660,1,Power Failure,0,1259,1087,86.34,60.41,E166,0,0,Healthy
DRAVON_ALIGNMENT_1,MAC_LINE_3_MACHINA,MACLINE-2,Zerion (V8.5),VX-3151-C8,854,09-10-2025 11:16,09-10-2025 11:30,673,3747,12854,291,1,SHIFT-A,0.99,20-07-2025,1,218,9522,18034,Network Issue,1,1388,1276,91.93,69.82,E495,407.92,0,Healthy
EONIX_ALIGNMENT_3,MAC_LINE_4_ORVION,MACLINE-1,Auralon (V4.5),NX-9339-A6,5917,09-10-2025 12:50,09-10-2025 14:28,0,28700,0,0,0,SHIFT-C,100,25-06-2025,2,6052,61372,0,Sensor Fault,1,903,844,93.47,61.25,E260,0,1,Healthy
CEREVEX_SEALING_1,MAC_LINE_2_ASTRA,MACLINE-4,Astra (V1.5),VX-9489-A2,129,09-10-2025 05:51,09-10-2025 05:53,12498,13674,0,0,100,SHIFT-C,100,25-06-2025,288,36685,58300,0,Power Failure,1,1447,1061,73.32,60.03,E435,0,1,Needs Attention
ZERION_COATING_5,MAC_LINE_3_CEREVEX,MACLINE-1,Auralon (V8.5),VX-5416-C2,0,09-10-2025 22:33,09-10-2025 14:37,0,0,77.01,222.22,0,SHIFT-C,0,25-06-2025,0,0,0,370,Power Failure,1,960,833,86.77,64.6,E459,37000,0,Healthy
VORTAN_CALIBRATION_2,MAC_LINE_5_HELION,MACLINE-1,Orvion (V6.1),HX-3694-B3,5509,09-10-2025 12:45,09-10-2025 14:17,0,28398,0,0,0,SHIFT-C,100,25-06-2025,3,5501,58159,0,Power Failure,1,1228,1041,84.77,73.25,E790,0,0,Healthy
ORVION_TEST_4,MAC_LINE_5_DRAVON,MACLINE-1,Eonix (V6.4),VX-2028-C8,85,09-10-2025 04:24,09-10-2025 04:26,757,26163,0,0,20,SHIFT-C,100,27-09-2025,52,2596,78341,12,Sensor Fault,1,1314,1259,95.81,94.35,E201,0.04,1,Healthy
LUMINA_COATING_5,MAC_LINE_1_SYNTRA,MACLINE-4,Vortan (V7.4),HX-6397-A7,137,09-10-2025 05:57,09-10-2025 05:59,13911,8051,0,64000,80,SHIFT-C,100,27-09-2025,205,30847,72611,603,Sensor Fault,0,1476,1510,102.3,91.36,E231,2.75,1,Healthy
QUANTOR_INSPECTION_1,MAC_LINE_5_AXION,MACLINE-2,Vortan (V9.3),TX-2968-A1,243,09-10-2025 21:54,09-10-2025 21:58,14776,8622,0,458,33,SHIFT-B,39.73,27-09-2025,40,17506,28265,0,Maintenance,0,823,626,76.06,66.16,E998,0,1,Needs Attention
ASTRA_SCREWING_3,MAC_LINE_3_MACHINA,MACLINE-1,NeuraX (V3.2),NX-1433-A2,85,09-10-2025 13:20,09-10-2025 13:22,404,25808,0,0,24,SHIFT-A,1.83,28-09-2025,24,404,25806,7,Power Failure,0,1340,1237,92.31,93.59,E401,0.03,0,Healthy
LUMINA_ASSEMBLY_1,MAC_LINE_3_LUMINA,MACLINE-2,Cryon (V2.5),HX-6138-C6,0,09-10-2025 17:45,09-10-2025 17:45,369,27863,0,26,4,SHIFT-B,0,26-06-2025,4,2,55079,0,Manual Stop,1,1206,1200,99.5,84.01,E162,0,0,Healthy
EONIX_MOUNTING_1,MAC_LINE_1_AXION,MACLINE-2,Vortan (V1.1),VX-8115-B6,0,09-10-2025 13:56,09-10-2025 13:40,2761,25623,0,0,8,SHIFT-A,12.19,26-09-2025,8,2686,25425,5,Network Issue,0,1040,885,85.1,60.46,E269,0.02,0,Healthy
FLUXEN_ALIGNMENT_3,MAC_LINE_3_GALVION,MACLINE-1,Astra (V7.8),NX-6953-B5,265,09-10-2025 12:21,09-10-2025 12:26,11415,16088,0,33,45,SHIFT-A,51.81,26-09-2025,45,11415,16082,3,Manual Stop,1,1046,1002,95.79,60.92,E942,0.01,0,Healthy
HELION_ALIGNMENT_2,MAC_LINE_4_NEURAX,MACLINE-2,Cerevex (V8.8),TX-5746-B8,208,09-10-2025 13:56,09-10-2025 13:59,2220,3830,0,0,9,SHIFT-A,9.21,26-09-2025,9,2030,18477,78,Maintenance,0,827,789,95.41,90.24,E742,1.29,1,Healthy
QUANTOR_TEST_1,MAC_LINE_3_ORVION,MACLINE-2,Orvion (V3.7),VX-7543-C6,0,09-10-2025 13:58,09-10-2025 13:58,452,4,0,1,11,SHIFT-A,0,27-09-2025,11,0,26327,64000,Sensor Fault,1,938,681,72.6,61.34,E172,14004.38,1,Needs Attention
MACHINA_ASSEMBLY_5,MAC_LINE_4_CRYON,MACLINE-2,Zerion (V2.9),NX-4379-A7,175,09-10-2025 21:36,09-10-2025 21:39,6949,22036,0,0,34,SHIFT-B,18.38,27-09-2025,42,8099,35520,0,Power Failure,1,1182,1068,90.36,71.31,E485,0,0,Healthy
ASTRA_TEST_3,MAC_LINE_2_ORVION,MACLINE-4,Galvion (V8.6),TX-1514-B8,141,09-10-2025 21:53,09-10-2025 21:55,9150,19388,0,64000,62,SHIFT-B,39.52,27-09-2025,125,17412,47944,245,Sensor Fault,1,954,787,82.49,82.13,E693,0.86,1,Healthy
AXION_CALIBRATION_1,MAC_LINE_2_NEXORA,MACLINE-1,Syntra (V8.1),VX-6681-C4,0,09-10-2025 21:40,09-10-2025 07:15,9548,13495,4965,0,0,SHIFT-B,25.03,27-09-2025,3,11029,36686,82,Maintenance,1,841,598,71.11,60.7,E415,0.36,1,Needs Attention
QUANTOR_CALIBRATION_1,MAC_LINE_4_VORTAN,MACLINE-4,Eonix (V1.6),VX-4946-B3,137,09-10-2025 05:57,09-10-2025 05:59,13911,8051,0,64000,80,SHIFT-C,100,27-09-2025,205,30847,72611,603,Network Issue,1,1075,1054,98.05,71.5,E956,2.75,0,Healthy
VORTAN_COATING_5,MAC_LINE_1_ASTRA,MACLINE-1,Helion (V5.2),HX-5265-B4,318,09-10-2025 04:41,09-10-2025 04:46,4755,22973,141,157,13,SHIFT-C,0,27-09-2025,31,11533,67609,9,Sensor Fault,1,864,607,70.25,80.19,E377,0.03,1,Needs Attention
QUANTOR_COATING_2,MAC_LINE_5_ASTRA,MACLINE-2,Vortan (V7.1),HX-8152-B3,1,09-10-2025 05:19,09-10-2025 05:19,0,26128,0,0,31,SHIFT-C,0,27-09-2025,72,0,53547,0,Network Issue,1,1427,1168,81.85,66.22,E382,0,0,Healthy
HELION_MOUNTING_2,MAC_LINE_5_FLUXEN,MACLINE-2,Eonix (V6.2),VX-6641-C2,0,09-10-2025 05:37,09-10-2025 05:37,611,7,0,0,31,SHIFT-C,0,27-09-2025,71,0,78705,0,Maintenance,1,987,990,100.3,83,E424,0,1,Healthy
SYNTRA_MOUNTING_3,MAC_LINE_1_VOLTRIS,MACLINE-2,Quantor (V9.5),ZX-6207-A8,1110,09-10-2025 02:39,09-10-2025 02:58,8879,19094,0,0,26,SHIFT-C,100,28-09-2025,118,39306,20871,302,Power Failure,0,990,864,87.27,77.25,E519,1.08,0,Healthy
CRYON_COATING_3,MAC_LINE_1_NEXORA,MACLINE-2,Galvion (V4.1),HX-1835-B4,174,09-10-2025 02:31,09-10-2025 02:34,4982,22776,0,666,26,SHIFT-C,100,28-09-2025,118,20726,40934,0,Maintenance,1,922,734,79.61,79.29,E114,0,1,Needs Attention
HELION_MOUNTING_3,MAC_LINE_1_FLUXEN,MACLINE-2,Helion (V6.9),HX-1706-A2,1,09-10-2025 13:33,09-10-2025 13:33,0,28289,0,0,48,SHIFT-A,0,14-05-2025,48,0,13999,44919,Sensor Fault,0,968,846,87.4,95.75,E949,158.78,1,Healthy
VORTAN_MOUNTING_5,MAC_LINE_3_FLUXEN,MACLINE-1,Fluxen (V3.6),VX-5419-A6,220,09-10-2025 05:30,09-10-2025 05:33,13995,14321,0,132,63,SHIFT-C,100,14-05-2025,140,31108,52573,6,Network Issue,0,1227,1113,90.71,80.91,E825,0.02,0,Healthy
ASTRA_SEALING_5,MAC_LINE_3_NEXORA,MACLINE-1,Voltris (V2.0),TX-1902-C2,223,09-10-2025 05:39,09-10-2025 05:42,14332,14416,0,0,63,SHIFT-C,100,14-05-2025,140,33076,52772,0,Network Issue,1,1496,1594,106.55,70.12,E848,0,0,Healthy
EONIX_COATING_1,MAC_LINE_4_ORVION,MACLINE-1,Astra (V3.6),VX-5657-C7,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.98,222.22,0,SHIFT-C,0,14-05-2025,0,0,0,475,Network Issue,1,1493,1347,90.22,87.39,E830,47500,0,Healthy
ORVION_COATING_5,MAC_LINE_3_HELION,MACLINE-2,Eonix (V8.4),TX-7282-C2,184,09-10-2025 05:34,09-10-2025 05:37,14918,13302,0,85,75,SHIFT-C,100,14-05-2025,172,34513,26373,167,Power Failure,1,1390,1243,89.42,87.01,E803,0.59,0,Healthy
DRAVON_SCREWING_2,MAC_LINE_4_ORVION,MACLINE-2,Lumina (V5.5),TX-1618-A8,177,09-10-2025 05:30,09-10-2025 05:33,13665,14949,0,118,75,SHIFT-C,100,14-05-2025,172,30617,33481,122,Maintenance,0,1259,990,78.63,82.93,E504,0.43,1,Needs Attention
ZERION_INSPECTION_2,MAC_LINE_3_DRAVON,MACLINE-1,Helion (V7.9),ZX-2331-C7,220,09-10-2025 05:30,09-10-2025 05:33,13995,14321,0,132,63,SHIFT-C,100,14-05-2025,140,31108,52573,6,Maintenance,0,1096,821,74.91,83.39,E248,0.02,1,Needs Attention
FLUXEN_TEST_2,MAC_LINE_4_VORTAN,MACLINE-1,Dravon (V1.9),HX-3983-B3,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.98,222.22,0,SHIFT-C,0,14-05-2025,0,0,0,475,Power Failure,0,1473,1331,90.36,69.2,E323,47500,0,Healthy
ASTRA_PACKAGING_1,MAC_LINE_3_ORVION,MACLINE-1,Machina (V5.2),VX-1305-B3,223,09-10-2025 05:39,09-10-2025 05:42,14332,14416,0,0,63,SHIFT-C,100,14-05-2025,140,33076,52772,0,Sensor Fault,1,1169,1224,104.7,67.83,E542,0,1,Healthy
NEXORA_ALIGNMENT_3,MAC_LINE_3_QUANTOR,MACLINE-1,NeuraX (V2.0),NX-2292-C2,220,09-10-2025 05:30,09-10-2025 05:33,13995,14321,0,132,63,SHIFT-C,100,14-05-2025,140,31108,52573,6,Sensor Fault,1,1211,1027,84.81,63.93,E330,0.02,1,Healthy
FLUXEN_TEST_3,MAC_LINE_1_ZERION,MACLINE-1,Astra (V5.4),ZX-5077-A6,34631,09-10-2025 01:47,09-10-2025 11:24,0,0,28478,0,0,SHIFT-C,0,14-05-2025,0,0,0,475,Maintenance,0,1233,1240,100.57,88.5,E320,47500,1,Healthy
FLUXEN_TEST_5,MAC_LINE_2_CEREVEX,MACLINE-2,Voltris (V8.0),HX-6692-A2,177,09-10-2025 05:30,09-10-2025 05:33,13665,14949,0,118,75,SHIFT-C,100,14-05-2025,172,30617,33481,122,Sensor Fault,1,1062,1014,95.48,66.99,E569,0.43,1,Healthy
CRYON_COATING_2,MAC_LINE_1_NEURAX,MACLINE-2,Nexora (V9.6),HX-5147-A5,129,09-10-2025 05:40,09-10-2025 05:43,9291,18551,0,13,76,SHIFT-C,0,14-05-2025,172,21576,19876,0,Power Failure,1,940,810,86.17,64.65,E603,0,0,Healthy
MACHINA_PACKAGING_1,MAC_LINE_4_MACHINA,MACLINE-2,Nexora (V4.3),ZX-3468-C1,130,09-10-2025 13:10,09-10-2025 13:12,5149,22980,0,0,42,SHIFT-A,23.84,15-05-2025,42,5253,4259,0,Power Failure,1,1181,1294,109.57,69.79,E554,0,0,Healthy
NEURAX_ASSEMBLY_2,MAC_LINE_5_EONIX,MACLINE-2,Orvion (V8.1),VX-9805-C5,122,09-10-2025 04:10,09-10-2025 04:12,5352,22665,0,113,46,SHIFT-C,100,15-05-2025,149,17675,37401,52,Manual Stop,1,1366,1212,88.73,63.02,E958,0.19,0,Healthy
ORVION_ASSEMBLY_5,MAC_LINE_2_ZERION,MACLINE-1,Orvion (V8.0),ZX-6694-B6,34631,09-10-2025 01:47,09-10-2025 11:24,0,0,28478,0,0,SHIFT-B,0,14-05-2025,0,0,0,475,Maintenance,0,1410,1425,101.06,88.42,E753,47500,1,Healthy
AXION_INSPECTION_5,MAC_LINE_4_DRAVON,MACLINE-2,Eonix (V7.7),TX-5670-A1,0,09-10-2025 21:44,09-10-2025 21:44,0,28283,0,0,51,SHIFT-B,0,14-05-2025,99,0,22032,0,Power Failure,1,1085,803,74.01,60.46,E521,0,1,Needs Attention
CRYON_MOUNTING_1,MAC_LINE_2_EONIX,MACLINE-1,Galvion (V6.3),NX-4411-B8,34631,09-10-2025 01:47,09-10-2025 11:24,0,0,28478,0,0,SHIFT-C,0,14-05-2025,0,0,0,475,Sensor Fault,0,1103,1049,95.1,97.25,E606,47500,1,Healthy
